calendar_consistent,case_id,cleaned_output,delta_seconds,error,error_subtype,error_type,estimated_cost_usd,extraction_clean,format,format_compliance,gold_choice,gold_formatted,input_tokens,latency_ms,model,model_cell,options,output_tokens,parse_mode,provider_model,raw_output,reasoning_mode,reasoning_tokens,selected_choice,selected_option_content,semantic_correct,strict_correct,syntactic_valid,task_id,task_type,timestamp,warnings
,format_conv_013__iso_8601,2020-09-18T10:30:00+10:00,0.0,,,,0.000774,True,iso_8601,1.0,,2020-09-18T10:30:00+10:00,158,2449,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2020-09-18T10:30:00+10:00,non_reasoning,0,,,True,True,True,format_conv_013,format_conversion,2026-03-14T18:05:44.491243Z,
,edge_003__rfc_3339,2026-02-01T12:00:00+00:00,0.0,,,,0.000765,True,rfc_3339,1.0,,2026-02-01T12:00:00+00:00,155,2719,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2026-02-01T12:00:00+00:00,non_reasoning,0,,,True,True,True,edge_003,edge_cases,2026-03-14T18:05:44.505722Z,
True,extract_017__rfc_2822,"Fri, 19 Jan 2024 10:40:00 +0000",0.0,,,,0.001071,True,rfc_2822,1.0,,"Fri, 19 Jan 2024 10:40:00 +0000",242,2113,anthropic/claude-sonnet-4.6,med_non_reasoning,{},23,strict,anthropic/claude-4.6-sonnet-20260217,"Fri, 19 Jan 2024 10:40:00 +0000",non_reasoning,0,,,True,True,True,extract_017,extraction_from_passage,2026-03-14T18:05:44.909494Z,
,multi_hop_029__python_datetime,2028-09-08 10:00:00-04:00,0.0,,,,0.002448,False,python_datetime,1.0,,2028-09-08 10:00:00-04:00,176,3866,anthropic/claude-sonnet-4.6,med_non_reasoning,{},128,strict,anthropic/claude-4.6-sonnet-20260217,"The second Tuesday of September 2028:
- September 1, 2028 is a Friday
- First Tuesday: September 5, 2028
- Second Tuesday: September 12, 2028

Alice's meeting: September 12, 2028 at 10:00 AM EDT (America/New_York in September is UTC-4)

96 hours before = 4 days before = September 8, 2028 at 10:00 AM EDT

2028-09-08 10:00:00-04:00",non_reasoning,0,,,True,True,True,multi_hop_029,multi_hop_reasoning,2026-03-14T18:05:44.927304Z,
False,temporal_arith_025__rfc_2822,"Mon, 22 Apr 2024 11:55:00 +0100",86400.0,,,day_of_week_error,0.000825,True,rfc_2822,0.9032258064516129,,"Sun, 21 Apr 2024 11:55:00 +0100",165,2593,anthropic/claude-sonnet-4.6,med_non_reasoning,{},22,strict,anthropic/claude-4.6-sonnet-20260217,"Mon, 22 Apr 2024 11:55:00 +0100",non_reasoning,0,,,False,False,True,temporal_arith_025,temporal_arithmetic,2026-03-14T18:05:45.547111Z,
,edge_008__unix_epoch,1735689600 + 26,,,,instruction_violation,0.004905,False,unix_epoch,0.0,,1762072200,135,5068,anthropic/claude-sonnet-4.6,med_non_reasoning,{},300,,anthropic/claude-4.6-sonnet-20260217,"November 2, 2025 at 1:30 AM America/New_York + 2 hours = November 2, 2025 at 3:30 AM America/New_York

Note: November 2, 2025 is when DST ends in America/New_York. Clocks fall back at 2:00 AM, so 1:30 AM EDT (UTC-4) exists before the fallback.

1:30 AM EDT = UTC-4 → 5:30 AM UTC
+2 hours = 7:30 AM UTC

November 2, 2025 07:30 UTC:
From Jan 1, 1970 to Nov 2, 2025:

2025-01-01 00:00:00 UTC = 1735689600
Jan: 31 days, Feb: 28 days, Mar: 31, Apr: 30, May: 31, Jun: 30, Jul: 31, Aug: 31, Sep: 30, Oct: 31 = 304 days
Nov 2 = day 306 of year (304 + 2)
305 days from Jan 1 = 305 * 86400 = 26352000
1735689600 + 26",non_reasoning,0,,,False,False,False,edge_008,edge_cases,2026-03-14T18:05:45.853589Z,
,extract_004__python_datetime,2022-01-30 15:10:00-06:00,0.0,,,,0.001017,True,python_datetime,1.0,,2022-01-30 15:10:00-06:00,239,2595,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2022-01-30 15:10:00-06:00,non_reasoning,0,,,True,True,True,extract_004,extraction_from_passage,2026-03-14T18:05:45.900071Z,
,temporal_arith_030__rfc_3339,2025-04-06T21:30:00+00:00,0.0,,,,0.000783,True,rfc_3339,1.0,,2025-04-06T21:30:00+00:00,161,1644,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2025-04-06T21:30:00+00:00,non_reasoning,0,,,True,True,True,temporal_arith_030,temporal_arithmetic,2026-03-14T18:05:46.003245Z,
,mc_016__unix_epoch,A,,,,,0.000612,True,unix_epoch,1.0,A,1698564300,184,1873,anthropic/claude-sonnet-4.6,med_non_reasoning,"{""A"": ""1698564300"", ""B"": ""1698650700"", ""C"": ""1698567900"", ""D"": ""1698564300000""}",4,choice_letter,anthropic/claude-4.6-sonnet-20260217,A,non_reasoning,0,A,1698564300,True,True,True,mc_016,multiple_choice_validation,2026-03-14T18:05:46.380069Z,
True,format_conv_024__javascript_date,Mon Feb 28 2022 13:20:00 GMT+0100 (Central European Standard Time),0.0,,,,0.000921,True,javascript_date,1.0,,Mon Feb 28 2022 13:20:00 GMT+0100 (Central European Standard Time),167,2127,anthropic/claude-sonnet-4.6,med_non_reasoning,{},28,strict,anthropic/claude-4.6-sonnet-20260217,Mon Feb 28 2022 13:20:00 GMT+0100 (Central European Standard Time),non_reasoning,0,,,True,True,True,format_conv_024,format_conversion,2026-03-14T18:05:46.619501Z,
,multi_hop_030__iso_8601,2025-07-25T09:00:00+00:00,86400.0,,,arithmetic_error,0.000864,True,iso_8601,0.96,,2025-07-24T09:00:00+00:00,188,2218,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2025-07-25T09:00:00+00:00,non_reasoning,0,,,False,False,True,multi_hop_030,multi_hop_reasoning,2026-03-14T18:05:47.147453Z,
,direct_gen_016__iso_8601,2027-04-20T10:05:00-07:00,0.0,,,,0.000762,True,iso_8601,1.0,,2027-04-20T10:05:00-07:00,154,1763,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2027-04-20T10:05:00-07:00,non_reasoning,0,,,True,True,True,direct_gen_016,direct_generation,2026-03-14T18:05:47.311569Z,
True,direct_gen_021__rfc_2822,"Tue, 25 Mar 2025 08:20:00 +1100",0.0,,,,0.000822,True,rfc_2822,1.0,,"Tue, 25 Mar 2025 08:20:00 +1100",159,1910,anthropic/claude-sonnet-4.6,med_non_reasoning,{},23,strict,anthropic/claude-4.6-sonnet-20260217,"Tue, 25 Mar 2025 08:20:00 +1100",non_reasoning,0,,,True,True,True,direct_gen_021,direct_generation,2026-03-14T18:05:48.693045Z,
True,temporal_arith_003__natural_language,"Sunday, March 30, 2025 at 3:30 AM GMT",3600.0,,,timezone_error,0.000798,True,natural_language,0.9459459459459459,,"Sunday, March 30, 2025 at 3:30 AM BST",161,2351,anthropic/claude-sonnet-4.6,med_non_reasoning,{},21,strict,anthropic/claude-4.6-sonnet-20260217,"Sunday, March 30, 2025 at 3:30 AM GMT",non_reasoning,0,,,False,False,True,temporal_arith_003,temporal_arithmetic,2026-03-14T18:05:49.283805Z,
,temporal_arith_003__rfc_3339,2025-03-30T04:30:00+01:00,3600.0,,,arithmetic_error,0.000789,True,rfc_3339,0.96,,2025-03-30T03:30:00+01:00,163,1987,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2025-03-30T04:30:00+01:00,non_reasoning,0,,,False,False,True,temporal_arith_003,temporal_arithmetic,2026-03-14T18:05:49.296589Z,
,mc_013__javascript_date,A,,,,,0.000981,True,javascript_date,1.0,A,Tue Aug 11 2020 16:35:00 GMT-0700 (Pacific Daylight Time),307,2745,anthropic/claude-sonnet-4.6,med_non_reasoning,"{""A"": ""Tue Aug 11 2020 16:35:00 GMT-0700 (Pacific Daylight Time)"", ""B"": ""Wed Aug 12 2020 16:35:00 GMT-0700 (Pacific Daylight Time)"", ""C"": ""Wed Aug 11 2020 16:35:00 GMT-0700 (Pacific Daylight Time)"", ""D"": ""Tue Aug 11 2020 16:35:00 GMT+0700 (Pacific Daylight Time)""}",4,choice_letter,anthropic/claude-4.6-sonnet-20260217,A,non_reasoning,0,A,Tue Aug 11 2020 16:35:00 GMT-0700 (Pacific Daylight Time),True,True,True,mc_013,multiple_choice_validation,2026-03-14T18:05:49.574619Z,
False,extract_002__natural_language,"Thursday, February 27, 2030 at 11:15 AM AEDT",0.0,,,,0.001068,True,natural_language,0.8888888888888888,,"Wednesday, February 27, 2030 at 11:15 AM AEDT",236,2263,anthropic/claude-sonnet-4.6,med_non_reasoning,{},24,strict,anthropic/claude-4.6-sonnet-20260217,"Thursday, February 27, 2030 at 11:15 AM AEDT",non_reasoning,0,,,True,False,True,extract_002,extraction_from_passage,2026-03-14T18:05:49.812498Z,
True,temporal_arith_024__rfc_2822,"Fri, 11 Aug 2023 08:35:00 +1030",0.0,,,,0.003747,False,rfc_2822,1.0,,"Fri, 11 Aug 2023 08:35:00 +1030",169,4482,anthropic/claude-sonnet-4.6,med_non_reasoning,{},216,strict,anthropic/claude-4.6-sonnet-20260217,"I need to calculate 41 hours after August 9, 2023 at 3:35 PM in Australia/Lord_Howe timezone.

Australia/Lord_Howe is UTC+10:30 in standard time (LHST) and UTC+11:00 in daylight saving time (LHDT). In August, it's winter in the Southern Hemisphere, so standard time applies: UTC+10:30.

Start: August 9, 2023 at 15:35 +10:30

Adding 41 hours:
- 24 hours → August 10, 2023 at 15:35
- 17 more hours → August 11, 2023 at 08:35

August 11, 2023 is still in standard time (winter), so UTC+10:30.

Fri, 11 Aug 2023 08:35:00 +1030",non_reasoning,0,,,True,True,True,temporal_arith_024,temporal_arithmetic,2026-03-14T18:05:50.320908Z,
False,edge_004__natural_language,"Saturday, September 5, 2026 at 6:00 PM UTC",86400.0,,,day_of_week_error,0.000789,True,natural_language,0.85,,"Friday, September 4, 2026 at 6:00 PM UTC",158,2183,anthropic/claude-sonnet-4.6,med_non_reasoning,{},21,strict,anthropic/claude-4.6-sonnet-20260217,"Saturday, September 5, 2026 at 6:00 PM UTC",non_reasoning,0,,,False,False,True,edge_004,edge_cases,2026-03-14T18:05:50.424088Z,
,temporal_arith_001__python_datetime,2025-03-09 04:00:00-04:00,0.0,,,,0.000786,True,python_datetime,1.0,,2025-03-09 04:00:00-04:00,162,1988,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2025-03-09 04:00:00-04:00,non_reasoning,0,,,True,True,True,temporal_arith_001,temporal_arithmetic,2026-03-14T18:05:50.682497Z,
True,multi_hop_033__natural_language,"Thursday, March 11, 2027 at 10:00 AM JST",0.0,,,,0.001875,False,natural_language,1.0,,"Thursday, March 11, 2027 at 10:00 AM JST",175,2660,anthropic/claude-sonnet-4.6,med_non_reasoning,{},90,strict,anthropic/claude-4.6-sonnet-20260217,"The second Friday of March 2027 is March 12, 2027.

Alice's meeting: March 12, 2027 at 10:00 AM JST
Bob's deadline (24 hours before): March 11, 2027 at 10:00 AM JST

Thursday, March 11, 2027 at 10:00 AM JST",non_reasoning,0,,,True,True,True,multi_hop_033,multi_hop_reasoning,2026-03-14T18:05:50.736544Z,
True,extract_014__javascript_date,Sun Oct 08 2028 18:15:00 GMT+0900 (Japan Standard Time),0.0,,,,0.001158,True,javascript_date,1.0,,Sun Oct 08 2028 18:15:00 GMT+0900 (Japan Standard Time),251,1746,anthropic/claude-sonnet-4.6,med_non_reasoning,{},27,strict,anthropic/claude-4.6-sonnet-20260217,Sun Oct 08 2028 18:15:00 GMT+0900 (Japan Standard Time),non_reasoning,0,,,True,True,True,extract_014,extraction_from_passage,2026-03-14T18:05:51.030955Z,
,mc_007__rfc_3339,B,,,,,0.000831,True,rfc_3339,1.0,B,2026-03-02T16:05:00+05:30,257,1856,anthropic/claude-sonnet-4.6,med_non_reasoning,"{""A"": ""2026-03-03T16:05:00+05:30"", ""B"": ""2026-03-02T16:05:00+05:30"", ""C"": ""2026-03-02 16:05:00+05:30"", ""D"": ""2026-03-02T16:05:00-05:30""}",4,choice_letter,anthropic/claude-4.6-sonnet-20260217,B,non_reasoning,0,B,2026-03-02T16:05:00+05:30,True,True,True,mc_007,multiple_choice_validation,2026-03-14T18:05:51.153306Z,
,format_conv_020__unix_epoch,1649060400,0.0,,,,0.000501,True,unix_epoch,1.0,,1649060400,127,1730,anthropic/claude-sonnet-4.6,med_non_reasoning,{},8,strict,anthropic/claude-4.6-sonnet-20260217,1649060400,non_reasoning,0,,,True,True,True,format_conv_020,format_conversion,2026-03-14T18:05:52.052020Z,
,extract_004__iso_8601,2022-01-30T15:10:00-06:00,0.0,,,,0.001023,True,iso_8601,1.0,,2022-01-30T15:10:00-06:00,241,2227,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2022-01-30T15:10:00-06:00,non_reasoning,0,,,True,True,True,extract_004,extraction_from_passage,2026-03-14T18:05:52.910907Z,
,format_conv_011__iso_8601,2026-01-29T07:15:00+01:00,0.0,,,,0.000771,True,iso_8601,1.0,,2026-01-29T07:15:00+01:00,157,2643,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2026-01-29T07:15:00+01:00,non_reasoning,0,,,True,True,True,format_conv_011,format_conversion,2026-03-14T18:05:53.380861Z,
True,extract_022__javascript_date,Sat Mar 12 2022 17:25:00 GMT+1100 (Lord Howe Standard Time),0.0,,,,0.001224,True,javascript_date,0.41025641025641024,,Sat Mar 12 2022 17:25:00 GMT+1100 (+11),253,2460,anthropic/claude-sonnet-4.6,med_non_reasoning,{},31,strict,anthropic/claude-4.6-sonnet-20260217,Sat Mar 12 2022 17:25:00 GMT+1100 (Lord Howe Standard Time),non_reasoning,0,,,True,True,True,extract_022,extraction_from_passage,2026-03-14T18:05:53.492354Z,
,multi_hop_022__unix_epoch,March: 31,,,,instruction_violation,0.004986,False,unix_epoch,0.0,,1871888400,162,4451,anthropic/claude-sonnet-4.6,med_non_reasoning,{},300,,anthropic/claude-4.6-sonnet-20260217,"Let me calculate step by step.

Deployment: March 19, 2029 at 9:00 AM UTC

SSL expiry: 45 days later
March 19 + 45 days = May 3, 2029 at 9:00 AM UTC

Reminder: 7 days before expiry
May 3 - 7 days = April 26, 2029 at 9:00 AM UTC

Now convert April 26, 2029 9:00 AM UTC to Unix epoch:

From January 1, 1970 to January 1, 2029 = 59 years

Leap years from 1970 to 2028:
1972, 1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004, 2008, 2012, 2016, 2020, 2024, 2028 = 15 leap years

59 years = 59 × 365 + 15 = 21535 + 15 = 21550 days

Days from Jan 1 to April 26, 2029:
January: 31
February: 28 (2029 is not a leap year)
March: 31",non_reasoning,0,,,False,False,False,multi_hop_022,multi_hop_reasoning,2026-03-14T18:05:54.026663Z,
,multi_hop_031__rfc_3339,2025-09-20T10:30:00-07:00,0.0,,,,0.002661,False,rfc_3339,1.0,,2025-09-20T10:30:00-07:00,197,3642,anthropic/claude-sonnet-4.6,med_non_reasoning,{},138,strict,anthropic/claude-4.6-sonnet-20260217,"September 12, 2025 is a Friday. The next Friday is September 19, 2025.

Review: September 19, 2025 at 4:30 PM America/Los_Angeles.

In September 2025, America/Los_Angeles is in PDT (UTC-7).

Review: 2025-09-19T16:30:00-07:00

Final sign-off: 18 hours later = 2025-09-20T10:30:00-07:00

2025-09-20T10:30:00-07:00",non_reasoning,0,,,True,True,True,multi_hop_031,multi_hop_reasoning,2026-03-14T18:05:54.067414Z,
True,temporal_arith_038__javascript_date,Wed Oct 14 2026 20:00:00 GMT+0200 (Central European Summer Time),0.0,,,,0.000936,True,javascript_date,1.0,,Wed Oct 14 2026 20:00:00 GMT+0200 (Central European Summer Time),172,2261,anthropic/claude-sonnet-4.6,med_non_reasoning,{},28,strict,anthropic/claude-4.6-sonnet-20260217,Wed Oct 14 2026 20:00:00 GMT+0200 (Central European Summer Time),non_reasoning,0,,,True,True,True,temporal_arith_038,temporal_arithmetic,2026-03-14T18:05:54.314307Z,
True,format_conv_007__javascript_date,Wed Sep 02 2020 18:00:00 GMT+0530 (India Standard Time),0.0,,,,0.000897,True,javascript_date,1.0,,Wed Sep 02 2020 18:00:00 GMT+0530 (India Standard Time),164,1449,anthropic/claude-sonnet-4.6,med_non_reasoning,{},27,strict,anthropic/claude-4.6-sonnet-20260217,Wed Sep 02 2020 18:00:00 GMT+0530 (India Standard Time),non_reasoning,0,,,True,True,True,format_conv_007,format_conversion,2026-03-14T18:05:54.831218Z,
,direct_gen_021__iso_8601,2025-03-25T08:20:00+11:00,0.0,,,,0.000768,True,iso_8601,1.0,,2025-03-25T08:20:00+11:00,156,1354,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2025-03-25T08:20:00+11:00,non_reasoning,0,,,True,True,True,direct_gen_021,direct_generation,2026-03-14T18:05:54.848192Z,
True,multi_hop_004__natural_language,"Thursday, November 28, 2030 at 8:15 AM JST",0.0,,,,0.000903,True,natural_language,1.0,,"Thursday, November 28, 2030 at 8:15 AM JST",191,955,anthropic/claude-sonnet-4.6,med_non_reasoning,{},22,strict,anthropic/claude-4.6-sonnet-20260217,"Thursday, November 28, 2030 at 8:15 AM JST",non_reasoning,0,,,True,True,True,multi_hop_004,multi_hop_reasoning,2026-03-14T18:05:54.983447Z,
,mc_021__unix_epoch,1735689600 + 297*86400 = 1735689600 + 25660800 =,,,,syntax_error,0.005064,False,unix_epoch,0.0,A,1761348300,188,5646,anthropic/claude-sonnet-4.6,med_non_reasoning,"{""A"": ""1761348300"", ""B"": ""1761351900"", ""C"": ""1761348300000"", ""D"": ""1761434700""}",300,,anthropic/claude-4.6-sonnet-20260217,"Australia/Lord_Howe is UTC+11 during daylight saving time. In October 2025, DST is in effect (clocks spring forward on the first Sunday of October). Lord Howe Island uses UTC+10:30 standard and UTC+11:00 during DST.

October 25, 2025 at 10:25 AM UTC+11:00:
= October 25, 2025 at 10:25 AM - 11 hours = October 24, 2025 at 23:25 UTC

October 24, 2025 23:25:00 UTC:
Days from epoch to Oct 24, 2025:
2025-01-01 = 1735689600
Jan: 31 days, Feb: 28, Mar: 31, Apr: 30, May: 31, Jun: 30, Jul: 31, Aug: 31, Sep: 30, Oct 1-24: 24 days
= 31+28+31+30+31+30+31+31+30+24 = 297 days into year (day 298, so 297 days after Jan 1)
1735689600 + 297*86400 = 1735689600 + 25660800 = ",non_reasoning,0,,,False,False,False,mc_021,multiple_choice_validation,2026-03-14T18:05:55.460007Z,
True,temporal_arith_034__javascript_date,Sat Mar 18 2028 01:10:00 GMT+0000 (Greenwich Mean Time),0.0,,,,0.002226,False,javascript_date,1.0,,Sat Mar 18 2028 01:10:00 GMT+0000 (Greenwich Mean Time),172,3145,anthropic/claude-sonnet-4.6,med_non_reasoning,{},114,strict,anthropic/claude-4.6-sonnet-20260217,"March 16, 2028 at 6:10 AM Europe/London + 43 hours = March 18, 2028 at 1:10 AM

In March 2028, the UK clocks spring forward on the last Sunday of March. March 26, 2028 is the last Sunday. So March 18 is still GMT (UTC+0).

Sat Mar 18 2028 01:10:00 GMT+0000 (Greenwich Mean Time)",non_reasoning,0,,,True,True,True,temporal_arith_034,temporal_arithmetic,2026-03-14T18:05:56.057526Z,
,edge_004__iso_8601,2026-09-04T18:00:00+00:00,0.0,,,,0.000777,True,iso_8601,1.0,,2026-09-04T18:00:00+00:00,159,1260,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2026-09-04T18:00:00+00:00,non_reasoning,0,,,True,True,True,edge_004,edge_cases,2026-03-14T18:05:56.092292Z,
,edge_018__rfc_3339,2026-03-14T12:00:00+00:00,0.0,,,,0.000729,True,rfc_3339,1.0,,2026-03-14T12:00:00+00:00,143,1496,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2026-03-14T12:00:00+00:00,non_reasoning,0,,,True,True,True,edge_018,edge_cases,2026-03-14T18:05:56.345629Z,
False,edge_030__rfc_2822,"Thu, 29 Feb 2028 08:00:00 +0000",0.0,,,,0.000816,True,rfc_2822,0.935483870967742,,"Tue, 29 Feb 2028 08:00:00 +0000",162,2370,anthropic/claude-sonnet-4.6,med_non_reasoning,{},22,strict,anthropic/claude-4.6-sonnet-20260217,"Thu, 29 Feb 2028 08:00:00 +0000",non_reasoning,0,,,True,False,True,edge_030,edge_cases,2026-03-14T18:05:56.439195Z,
,edge_013__rfc_3339,2026-07-04T12:00:00+00:00,0.0,,,,0.000729,True,rfc_3339,1.0,,2026-07-04T12:00:00+00:00,143,1500,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2026-07-04T12:00:00+00:00,non_reasoning,0,,,True,True,True,edge_013,edge_cases,2026-03-14T18:05:56.961909Z,
,format_conv_031__rfc_3339,2024-11-28T16:00:00+01:00,0.0,,,,0.000765,True,rfc_3339,1.0,,2024-11-28T16:00:00+01:00,155,2275,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2024-11-28T16:00:00+01:00,non_reasoning,0,,,True,True,True,format_conv_031,format_conversion,2026-03-14T18:05:57.260224Z,
True,format_conv_002__rfc_2822,"Sun, 27 Feb 2028 12:35:00 -0500",0.0,,,,0.000804,True,rfc_2822,1.0,,"Sun, 27 Feb 2028 12:35:00 -0500",158,6240,anthropic/claude-sonnet-4.6,med_non_reasoning,{},22,strict,anthropic/claude-4.6-sonnet-20260217,"Sun, 27 Feb 2028 12:35:00 -0500",non_reasoning,0,,,True,True,True,format_conv_002,format_conversion,2026-03-14T18:05:57.395213Z,
,temporal_arith_037__rfc_3339,2024-08-30T22:25:00+09:00,0.0,,,,0.000789,True,rfc_3339,1.0,,2024-08-30T22:25:00+09:00,163,1361,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2024-08-30T22:25:00+09:00,non_reasoning,0,,,True,True,True,temporal_arith_037,temporal_arithmetic,2026-03-14T18:05:57.455046Z,
True,format_conv_006__natural_language,"Friday, July 2, 2027 at 7:55 AM +1030",0.0,,,,0.000816,True,natural_language,1.0,,"Friday, July 2, 2027 at 7:55 AM +1030",157,1535,anthropic/claude-sonnet-4.6,med_non_reasoning,{},23,strict,anthropic/claude-4.6-sonnet-20260217,"Friday, July 2, 2027 at 7:55 AM +1030",non_reasoning,0,,,True,True,True,format_conv_006,format_conversion,2026-03-14T18:05:57.594546Z,
True,temporal_arith_022__natural_language,"Tuesday, June 9, 2026 at 2:30 AM JST",0.0,,,,0.000813,True,natural_language,1.0,,"Tuesday, June 9, 2026 at 2:30 AM JST",161,1465,anthropic/claude-sonnet-4.6,med_non_reasoning,{},22,strict,anthropic/claude-4.6-sonnet-20260217,"Tuesday, June 9, 2026 at 2:30 AM JST",non_reasoning,0,,,True,True,True,temporal_arith_022,temporal_arithmetic,2026-03-14T18:05:57.812673Z,
,format_conv_016__rfc_3339,2022-04-10T14:45:00+12:00,0.0,,,,0.000756,True,rfc_3339,1.0,,2022-04-10T14:45:00+12:00,152,1790,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2022-04-10T14:45:00+12:00,non_reasoning,0,,,True,True,True,format_conv_016,format_conversion,2026-03-14T18:05:58.230909Z,
,mc_019__iso_8601,B,,,,,0.000825,True,iso_8601,1.0,B,2028-08-16T18:20:00+02:00,255,1571,anthropic/claude-sonnet-4.6,med_non_reasoning,"{""A"": ""2028-08-16 18:20:00+02:00"", ""B"": ""2028-08-16T18:20:00+02:00"", ""C"": ""2028-08-17T18:20:00+02:00"", ""D"": ""2028-08-16T18:20:00-02:00""}",4,choice_letter,anthropic/claude-4.6-sonnet-20260217,B,non_reasoning,0,B,2028-08-16T18:20:00+02:00,True,True,True,mc_019,multiple_choice_validation,2026-03-14T18:05:58.832469Z,
,mc_007__python_datetime,A,,,,,0.000831,True,python_datetime,1.0,A,2026-03-02 16:05:00+05:30,257,1752,anthropic/claude-sonnet-4.6,med_non_reasoning,"{""A"": ""2026-03-02 16:05:00+05:30"", ""B"": ""2026-03-02 16:05:00-05:30"", ""C"": ""2026-03-02T16:05:00+05:30"", ""D"": ""2026-03-03 16:05:00+05:30""}",4,choice_letter,anthropic/claude-4.6-sonnet-20260217,A,non_reasoning,0,A,2026-03-02 16:05:00+05:30,True,True,True,mc_007,multiple_choice_validation,2026-03-14T18:05:59.208627Z,
,edge_024__unix_epoch,-,,,,instruction_violation,0.004866,False,unix_epoch,0.0,,1708477200,122,5012,anthropic/claude-sonnet-4.6,med_non_reasoning,{},300,,anthropic/claude-4.6-sonnet-20260217,"Lord Howe Island is UTC+11:00 in summer (daylight saving time, +30 min offset = UTC+10:30 standard, UTC+11:00 LHDT).

February 21, 2024 is in southern hemisphere summer, so Lord Howe Island is on LHDT = UTC+11:00.

Noon local time = 12:00:00 LHDT = 01:00:00 UTC on February 21, 2024.

February 21, 2024 00:00:00 UTC = ?

Days from epoch (Jan 1, 1970) to Feb 21, 2024:
- Years 1970-2023: 54 years
- Leap years in 1970-2023: 1972,1976,1980,1984,1988,1992,1996,2000,2004,2008,2012,2016,2020 = 13 leap years
- 54*365 + 13 = 19710 + 13 = 19723 days to Jan 1, 2024
- 2024 is a leap year
- Jan: 31 days, Feb 1-21: 20 days (to get to Feb 21)
-",non_reasoning,0,,,False,False,False,edge_024,edge_cases,2026-03-14T18:05:59.328256Z,
True,extract_022__rfc_2822,"Sat, 12 Mar 2022 17:25:00 +1100",0.0,,,,0.001083,True,rfc_2822,1.0,,"Sat, 12 Mar 2022 17:25:00 +1100",246,1956,anthropic/claude-sonnet-4.6,med_non_reasoning,{},23,strict,anthropic/claude-4.6-sonnet-20260217,"Sat, 12 Mar 2022 17:25:00 +1100",non_reasoning,0,,,True,True,True,extract_022,extraction_from_passage,2026-03-14T18:05:59.352874Z,
,mc_009__rfc_2822,A,,,wrong_choice,unknown,0.000861,True,rfc_2822,0.0,C,"Thu, 24 Oct 2024 18:20:00 +1100",267,1864,anthropic/claude-sonnet-4.6,med_non_reasoning,"{""A"": ""Fri, 24 Oct 2024 18:20:00 +1100"", ""B"": ""Fri, 25 Oct 2024 18:20:00 +1100"", ""C"": ""Thu, 24 Oct 2024 18:20:00 +1100"", ""D"": ""Thu, 24 10 2024 18:20:00 +1100""}",4,choice_letter,anthropic/claude-4.6-sonnet-20260217,A,non_reasoning,0,A,"Fri, 24 Oct 2024 18:20:00 +1100",False,False,True,mc_009,multiple_choice_validation,2026-03-14T18:05:59.459842Z,
,extract_025__rfc_3339,2030-02-18T06:25:00+11:00,0.0,,,,0.001032,True,rfc_3339,1.0,,2030-02-18T06:25:00+11:00,244,1463,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2030-02-18T06:25:00+11:00,non_reasoning,0,,,True,True,True,extract_025,extraction_from_passage,2026-03-14T18:06:00.297236Z,
