calendar_consistent,case_id,cleaned_output,delta_seconds,error,error_subtype,error_type,estimated_cost_usd,extraction_clean,format,format_compliance,gold_choice,gold_formatted,input_tokens,latency_ms,model,model_cell,options,output_tokens,parse_mode,provider_model,raw_output,reasoning_mode,reasoning_tokens,selected_choice,selected_option_content,semantic_correct,syntactic_valid,task_id,task_type,timestamp,warnings
,extract_002__iso_8601,2030-02-27T11:15:00+00:00,0.0,,,,0.001017,True,iso_8601,1.0,,2030-02-27T11:15:00+00:00,239,4139,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2030-02-27T11:15:00+00:00,non_reasoning,0,,,True,True,extract_002,extraction_from_passage,2026-03-14T17:03:32.591180Z,
,format_conv_020__python_datetime,2026-10-23 20:05:00+09:00,0.0,,,,0.000768,True,python_datetime,1.0,,2026-10-23 20:05:00+09:00,156,4343,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2026-10-23 20:05:00+09:00,non_reasoning,0,,,True,True,format_conv_020,format_conversion,2026-03-14T17:03:33.763779Z,
True,direct_gen_005__rfc_2822,"Wed, 05 Apr 2023 08:25:00 +0100",0.0,,,,0.000795,True,rfc_2822,1.0,,"Wed, 05 Apr 2023 08:25:00 +0100",155,4320,anthropic/claude-sonnet-4.6,med_non_reasoning,{},22,strict,anthropic/claude-4.6-sonnet-20260217,"Wed, 05 Apr 2023 08:25:00 +0100",non_reasoning,0,,,True,True,direct_gen_005,direct_generation,2026-03-14T17:03:34.688411Z,
True,direct_gen_003__rfc_2822,"Thu, 12 Mar 2020 17:10:00 +0000",0.0,,,,0.000789,True,rfc_2822,1.0,,"Thu, 12 Mar 2020 17:10:00 +0000",153,3968,anthropic/claude-sonnet-4.6,med_non_reasoning,{},22,strict,anthropic/claude-4.6-sonnet-20260217,"Thu, 12 Mar 2020 17:10:00 +0000",non_reasoning,0,,,True,True,direct_gen_003,direct_generation,2026-03-14T17:03:35.480256Z,
True,format_conv_003__natural_language,"Sunday, July 10, 2022 at 8:05 PM IST",0.0,,,,0.000798,True,natural_language,1.0,,"Sunday, July 10, 2022 at 8:05 PM IST",156,4788,anthropic/claude-sonnet-4.6,med_non_reasoning,{},22,strict,anthropic/claude-4.6-sonnet-20260217,"Sunday, July 10, 2022 at 8:05 PM IST",non_reasoning,0,,,True,True,format_conv_003,format_conversion,2026-03-14T17:03:36.564151Z,
,mc_001__python_datetime,D,,,,,0.000831,True,python_datetime,1.0,D,2021-11-13 17:20:00-05:00,257,4828,anthropic/claude-sonnet-4.6,med_non_reasoning,"{""A"": ""2021-11-14 17:20:00-05:00"", ""B"": ""2021-11-13T17:20:00-05:00"", ""C"": ""2021-11-13 17:20:00+05:00"", ""D"": ""2021-11-13 17:20:00-05:00""}",4,choice_letter,anthropic/claude-4.6-sonnet-20260217,D,non_reasoning,0,D,2021-11-13 17:20:00-05:00,True,True,mc_001,multiple_choice_validation,2026-03-14T17:03:37.419934Z,
False,temporal_arith_007__rfc_2822,"Tue, 29 Mar 2030 19:30:00 +0530",0.0,,,,0.000846,True,rfc_2822,0.9032258064516129,,"Fri, 29 Mar 2030 19:30:00 +0530",167,4992,anthropic/claude-sonnet-4.6,med_non_reasoning,{},23,strict,anthropic/claude-4.6-sonnet-20260217,"Tue, 29 Mar 2030 19:30:00 +0530",non_reasoning,0,,,True,True,temporal_arith_007,temporal_arithmetic,2026-03-14T17:03:38.757242Z,
,edge_001__iso_8601,2024-02-29T12:00:00+00:00,0.0,,,,0.000762,True,iso_8601,1.0,,2024-02-29T12:00:00+00:00,154,4799,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2024-02-29T12:00:00+00:00,non_reasoning,0,,,True,True,edge_001,edge_cases,2026-03-14T17:03:39.488720Z,
True,multi_hop_009__natural_language,"Tuesday, January 7, 2025 at 10:00 AM EST",0.0,,,,0.000846,True,natural_language,1.0,,"Tuesday, January 7, 2025 at 10:00 AM EST",177,4895,anthropic/claude-sonnet-4.6,med_non_reasoning,{},21,strict,anthropic/claude-4.6-sonnet-20260217,"Tuesday, January 7, 2025 at 10:00 AM EST",non_reasoning,0,,,True,True,multi_hop_009,multi_hop_reasoning,2026-03-14T17:03:40.376818Z,
True,format_conv_018__natural_language,"Thursday, April 22, 2021 at 2:45 PM AEST",0.0,,,,0.000819,True,natural_language,1.0,,"Thursday, April 22, 2021 at 2:45 PM AEST",158,5700,anthropic/claude-sonnet-4.6,med_non_reasoning,{},23,strict,anthropic/claude-4.6-sonnet-20260217,"Thursday, April 22, 2021 at 2:45 PM AEST",non_reasoning,0,,,True,True,format_conv_018,format_conversion,2026-03-14T17:03:43.120636Z,
,direct_gen_016__rfc_3339,2025-03-16T09:45:00+00:00,0.0,,,,0.000759,True,rfc_3339,1.0,,2025-03-16T09:45:00+00:00,153,5098,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2025-03-16T09:45:00+00:00,non_reasoning,0,,,True,True,direct_gen_016,direct_generation,2026-03-14T17:03:43.856563Z,
,edge_008__python_datetime,2025-11-02 03:30:00-05:00,0.0,,,,0.000777,True,python_datetime,1.0,,2025-11-02 03:30:00-05:00,159,5308,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2025-11-02 03:30:00-05:00,non_reasoning,0,,,True,True,edge_008,edge_cases,2026-03-14T17:03:44.797979Z,
True,temporal_arith_004__natural_language,"Sunday, October 26, 2025 at 3:30 AM GMT",0.0,,,,0.000798,True,natural_language,1.0,,"Sunday, October 26, 2025 at 3:30 AM GMT",161,8324,anthropic/claude-sonnet-4.6,med_non_reasoning,{},21,strict,anthropic/claude-4.6-sonnet-20260217,"Sunday, October 26, 2025 at 3:30 AM GMT",non_reasoning,0,,,True,True,temporal_arith_004,temporal_arithmetic,2026-03-14T17:03:44.889145Z,
,format_conv_007__rfc_3339,2021-07-30T13:15:00-04:00,0.0,,,,0.000765,True,rfc_3339,1.0,,2021-07-30T13:15:00-04:00,155,4946,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2021-07-30T13:15:00-04:00,non_reasoning,0,,,True,True,format_conv_007,format_conversion,2026-03-14T17:03:45.324245Z,
,direct_gen_018__iso_8601,2026-02-10T08:50:00+00:00,0.0,,,,0.000756,True,iso_8601,1.0,,2026-02-10T08:50:00+00:00,152,3474,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2026-02-10T08:50:00+00:00,non_reasoning,0,,,True,True,direct_gen_018,direct_generation,2026-03-14T17:03:10.260454Z,
,direct_gen_001__python_datetime,2023-08-17 17:35:00+09:00,0.0,,,,0.00075,True,python_datetime,1.0,,2023-08-17 17:35:00+09:00,150,3658,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2023-08-17 17:35:00+09:00,non_reasoning,0,,,True,True,direct_gen_001,direct_generation,2026-03-14T17:03:50.244108Z,
False,edge_001__rfc_2822,"Fri, 29 Feb 2024 12:00:00 +0000",0.0,,,,0.000816,True,rfc_2822,0.9032258064516129,,"Thu, 29 Feb 2024 12:00:00 +0000",157,4014,anthropic/claude-sonnet-4.6,med_non_reasoning,{},23,strict,anthropic/claude-4.6-sonnet-20260217,"Fri, 29 Feb 2024 12:00:00 +0000",non_reasoning,0,,,True,True,edge_001,edge_cases,2026-03-14T17:03:51.542117Z,
True,direct_gen_004__rfc_2822,"Mon, 02 Mar 2020 11:15:00 -0800",0.0,,,,0.000801,True,rfc_2822,1.0,,"Mon, 02 Mar 2020 11:15:00 -0800",157,4669,anthropic/claude-sonnet-4.6,med_non_reasoning,{},22,strict,anthropic/claude-4.6-sonnet-20260217,"Mon, 02 Mar 2020 11:15:00 -0800",non_reasoning,0,,,True,True,direct_gen_004,direct_generation,2026-03-14T17:03:52.288376Z,
True,direct_gen_008__rfc_2822,"Wed, 15 Jul 2026 09:50:00 +0900",0.0,,,,0.000795,True,rfc_2822,1.0,,"Wed, 15 Jul 2026 09:50:00 +0900",155,5149,anthropic/claude-sonnet-4.6,med_non_reasoning,{},22,strict,anthropic/claude-4.6-sonnet-20260217,"Wed, 15 Jul 2026 09:50:00 +0900",non_reasoning,0,,,True,True,direct_gen_008,direct_generation,2026-03-14T17:03:53.203244Z,
True,multi_hop_009__rfc_2822,"Tue, 07 Jan 2025 10:00:00 -0500",0.0,,,,0.001983,False,rfc_2822,1.0,,"Tue, 07 Jan 2025 10:00:00 -0500",181,5717,anthropic/claude-sonnet-4.6,med_non_reasoning,{},96,strict,anthropic/claude-4.6-sonnet-20260217,"The second Wednesday of January 2025 is January 8, 2025.

Alice's meeting: Wed, 08 Jan 2025 10:00:00 -0500
Bob's deadline (24 hours before): Tue, 07 Jan 2025 10:00:00 -0500

Tue, 07 Jan 2025 10:00:00 -0500",non_reasoning,0,,,True,True,multi_hop_009,multi_hop_reasoning,2026-03-14T17:03:55.042744Z,
True,extract_007__natural_language,"Thursday, August 4, 2022 at 3:55 PM IST",0.0,,,,0.001059,True,natural_language,1.0,,"Thursday, August 4, 2022 at 3:55 PM IST",243,5680,anthropic/claude-sonnet-4.6,med_non_reasoning,{},22,strict,anthropic/claude-4.6-sonnet-20260217,"Thursday, August 4, 2022 at 3:55 PM IST",non_reasoning,0,,,True,True,extract_007,extraction_from_passage,2026-03-14T17:03:55.925141Z,
,mc_004__rfc_3339,A,,,,,0.000819,True,rfc_3339,1.0,A,2021-11-11T08:30:00+00:00,253,4656,anthropic/claude-sonnet-4.6,med_non_reasoning,"{""A"": ""2021-11-11T08:30:00+00:00"", ""B"": ""2021-11-12T08:30:00+00:00"", ""C"": ""2021-11-11 08:30:00+00:00"", ""D"": ""2021-11-11T08:30:00-00:00""}",4,choice_letter,anthropic/claude-4.6-sonnet-20260217,A,non_reasoning,0,A,2021-11-11T08:30:00+00:00,True,True,mc_004,multiple_choice_validation,2026-03-14T17:03:56.198612Z,
,extract_011__rfc_3339,2022-02-27T20:30:00+00:00,0.0,,,,0.001032,True,rfc_3339,1.0,,2022-02-27T20:30:00+00:00,244,5014,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2022-02-27T20:30:00+00:00,non_reasoning,0,,,True,True,extract_011,extraction_from_passage,2026-03-14T17:03:57.303120Z,
,direct_gen_013__rfc_3339,2024-04-02T12:30:00-07:00,0.0,,,,0.000765,True,rfc_3339,1.0,,2024-04-02T12:30:00-07:00,155,5035,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2024-04-02T12:30:00-07:00,non_reasoning,0,,,True,True,direct_gen_013,direct_generation,2026-03-14T17:03:58.238991Z,
True,format_conv_010__javascript_date,Wed Jun 09 2021 18:00:00 GMT+0530 (India Standard Time),0.0,,,,0.000894,True,javascript_date,1.0,,Wed Jun 09 2021 18:00:00 GMT+0530 (India Standard Time),163,4896,anthropic/claude-sonnet-4.6,med_non_reasoning,{},27,strict,anthropic/claude-4.6-sonnet-20260217,Wed Jun 09 2021 18:00:00 GMT+0530 (India Standard Time),non_reasoning,0,,,True,True,format_conv_010,format_conversion,2026-03-14T17:03:59.939397Z,
,mc_003__python_datetime,A,,,,,0.000831,True,python_datetime,1.0,A,2027-12-21 06:25:00-05:00,257,4446,anthropic/claude-sonnet-4.6,med_non_reasoning,"{""A"": ""2027-12-21 06:25:00-05:00"", ""B"": ""2027-12-21 06:25:00+05:00"", ""C"": ""2027-12-22 06:25:00-05:00"", ""D"": ""2027-12-21T06:25:00-05:00""}",4,choice_letter,anthropic/claude-4.6-sonnet-20260217,A,non_reasoning,0,A,2027-12-21 06:25:00-05:00,True,True,mc_003,multiple_choice_validation,2026-03-14T17:04:00.371919Z,
True,edge_005__rfc_2822,"Thu, 01 Jan 2026 04:00:00 +0000",0.0,,,,0.000816,True,rfc_2822,1.0,,"Thu, 01 Jan 2026 04:00:00 +0000",162,5100,anthropic/claude-sonnet-4.6,med_non_reasoning,{},22,strict,anthropic/claude-4.6-sonnet-20260217,"Thu, 01 Jan 2026 04:00:00 +0000",non_reasoning,0,,,True,True,edge_005,edge_cases,2026-03-14T17:04:01.299734Z,
,format_conv_018__rfc_3339,2021-04-22T14:45:00+10:00,0.0,,,,0.00078,True,rfc_3339,1.0,,2021-04-22T14:45:00+10:00,160,5174,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2021-04-22T14:45:00+10:00,non_reasoning,0,,,True,True,format_conv_018,format_conversion,2026-03-14T17:04:02.478009Z,
,mc_013__natural_language,D,,,,,0.000843,True,natural_language,1.0,D,"Thursday, January 12, 2023 at 8:55 PM EST",261,5088,anthropic/claude-sonnet-4.6,med_non_reasoning,"{""A"": ""Thursday, January 12, 2023 at 8:55 AM EST"", ""B"": ""Friday, January 12, 2023 at 8:55 PM EST"", ""C"": ""Friday, January 13, 2023 at 8:55 PM EST"", ""D"": ""Thursday, January 12, 2023 at 8:55 PM EST""}",4,choice_letter,anthropic/claude-4.6-sonnet-20260217,D,non_reasoning,0,D,"Thursday, January 12, 2023 at 8:55 PM EST",True,True,mc_013,multiple_choice_validation,2026-03-14T17:04:03.327884Z,
True,direct_gen_014__natural_language,"Monday, April 18, 2022 at 11:50 AM EDT",0.0,,,,0.000774,True,natural_language,1.0,,"Monday, April 18, 2022 at 11:50 AM EDT",153,4536,anthropic/claude-sonnet-4.6,med_non_reasoning,{},21,strict,anthropic/claude-4.6-sonnet-20260217,"Monday, April 18, 2022 at 11:50 AM EDT",non_reasoning,0,,,True,True,direct_gen_014,direct_generation,2026-03-14T17:04:04.476493Z,
True,extract_018__natural_language,"Friday, January 19, 2024 at 10:40 AM UTC",0.0,,,,0.001035,True,natural_language,1.0,,"Friday, January 19, 2024 at 10:40 AM UTC",240,5611,anthropic/claude-sonnet-4.6,med_non_reasoning,{},21,strict,anthropic/claude-4.6-sonnet-20260217,"Friday, January 19, 2024 at 10:40 AM UTC",non_reasoning,0,,,True,True,extract_018,extraction_from_passage,2026-03-14T17:04:05.983886Z,
True,temporal_arith_015__javascript_date,Wed Oct 23 2030 05:50:00 GMT-0400 (Eastern Daylight Time),0.0,,,,0.000957,True,javascript_date,1.0,,Wed Oct 23 2030 05:50:00 GMT-0400 (Eastern Daylight Time),174,5193,anthropic/claude-sonnet-4.6,med_non_reasoning,{},29,strict,anthropic/claude-4.6-sonnet-20260217,Wed Oct 23 2030 05:50:00 GMT-0400 (Eastern Daylight Time),non_reasoning,0,,,True,True,temporal_arith_015,temporal_arithmetic,2026-03-14T17:04:06.493693Z,
,extract_016__iso_8601,2023-08-08T13:15:00-04:00,0.0,,,,0.001032,True,iso_8601,1.0,,2023-08-08T13:15:00-04:00,244,4918,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2023-08-08T13:15:00-04:00,non_reasoning,0,,,True,True,extract_016,extraction_from_passage,2026-03-14T17:04:07.397310Z,
False,temporal_arith_019__natural_language,"Monday, November 30, 2026 at 4:35 PM PST",2682000.0,,,day_of_week_error,0.000819,True,natural_language,0.7692307692307692,,"Friday, October 30, 2026 at 4:35 PM PDT",163,5189,anthropic/claude-sonnet-4.6,med_non_reasoning,{},22,strict,anthropic/claude-4.6-sonnet-20260217,"Monday, November 30, 2026 at 4:35 PM PST",non_reasoning,0,,,False,True,temporal_arith_019,temporal_arithmetic,2026-03-14T17:04:08.518439Z,
True,format_conv_010__rfc_2822,"Wed, 09 Jun 2021 18:00:00 +0530",0.0,,,,0.000798,True,rfc_2822,1.0,,"Wed, 09 Jun 2021 18:00:00 +0530",156,4756,anthropic/claude-sonnet-4.6,med_non_reasoning,{},22,strict,anthropic/claude-4.6-sonnet-20260217,"Wed, 09 Jun 2021 18:00:00 +0530",non_reasoning,0,,,True,True,format_conv_010,format_conversion,2026-03-14T17:04:09.233595Z,
,mc_015__rfc_2822,C,,,,,0.000867,True,rfc_2822,1.0,C,"Tue, 11 Aug 2020 16:35:00 -0400",269,4443,anthropic/claude-sonnet-4.6,med_non_reasoning,"{""A"": ""Wed, 12 Aug 2020 16:35:00 -0400"", ""B"": ""Tue, 11 08 2020 16:35:00 -0400"", ""C"": ""Tue, 11 Aug 2020 16:35:00 -0400"", ""D"": ""Wed, 11 Aug 2020 16:35:00 -0400""}",4,choice_letter,anthropic/claude-4.6-sonnet-20260217,C,non_reasoning,0,C,"Tue, 11 Aug 2020 16:35:00 -0400",True,True,mc_015,multiple_choice_validation,2026-03-14T17:04:10.427980Z,
,edge_002__python_datetime,2025-03-01 12:00:00+00:00,0.0,,,,0.000756,True,python_datetime,1.0,,2025-03-01 12:00:00+00:00,152,4814,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2025-03-01 12:00:00+00:00,non_reasoning,0,,,True,True,edge_002,edge_cases,2026-03-14T17:04:11.308247Z,
,temporal_arith_014__iso_8601,2020-12-28T01:05:00-05:00,0.0,,,,0.000792,True,iso_8601,1.0,,2020-12-28T01:05:00-05:00,164,5040,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2020-12-28T01:05:00-05:00,non_reasoning,0,,,True,True,temporal_arith_014,temporal_arithmetic,2026-03-14T17:04:12.438645Z,
True,format_conv_009__javascript_date,Fri Sep 21 2029 17:30:00 GMT+0900 (Japan Standard Time),0.0,,,,0.000924,True,javascript_date,1.0,,Fri Sep 21 2029 17:30:00 GMT+0900 (Japan Standard Time),168,4966,anthropic/claude-sonnet-4.6,med_non_reasoning,{},28,strict,anthropic/claude-4.6-sonnet-20260217,Fri Sep 21 2029 17:30:00 GMT+0900 (Japan Standard Time),non_reasoning,0,,,True,True,format_conv_009,format_conversion,2026-03-14T17:04:13.485090Z,
,temporal_arith_003__rfc_3339,2025-03-30T04:30:00+01:00,3600.0,,,arithmetic_error,0.000789,True,rfc_3339,0.96,,2025-03-30T03:30:00+01:00,163,5073,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2025-03-30T04:30:00+01:00,non_reasoning,0,,,False,True,temporal_arith_003,temporal_arithmetic,2026-03-14T17:04:14.307721Z,
,mc_012__javascript_date,A,,,,,0.000951,True,javascript_date,1.0,A,Thu Sep 24 2020 18:55:00 GMT+0900 (Japan Standard Time),297,4894,anthropic/claude-sonnet-4.6,med_non_reasoning,"{""A"": ""Thu Sep 24 2020 18:55:00 GMT+0900 (Japan Standard Time)"", ""B"": ""Thu Sep 24 2020 18:55:00 GMT-0900 (Japan Standard Time)"", ""C"": ""Fri Sep 25 2020 18:55:00 GMT+0900 (Japan Standard Time)"", ""D"": ""Fri Sep 24 2020 18:55:00 GMT+0900 (Japan Standard Time)""}",4,choice_letter,anthropic/claude-4.6-sonnet-20260217,A,non_reasoning,0,A,Thu Sep 24 2020 18:55:00 GMT+0900 (Japan Standard Time),True,True,mc_012,multiple_choice_validation,2026-03-14T17:04:16.203594Z,
False,edge_006__rfc_2822,"Wed, 01 Jan 2030 02:30:00 -0800",0.0,,,,0.000828,True,rfc_2822,0.9032258064516129,,"Tue, 01 Jan 2030 02:30:00 -0800",166,6023,anthropic/claude-sonnet-4.6,med_non_reasoning,{},22,strict,anthropic/claude-4.6-sonnet-20260217,"Wed, 01 Jan 2030 02:30:00 -0800",non_reasoning,0,,,True,True,edge_006,edge_cases,2026-03-14T17:04:16.451825Z,
,mc_018__javascript_date,D,,,,,0.000978,True,javascript_date,1.0,D,Wed Mar 29 2023 11:10:00 GMT-0700 (Pacific Daylight Time),306,4944,anthropic/claude-sonnet-4.6,med_non_reasoning,"{""A"": ""Tue Mar 28 2023 11:10:00 GMT-0700 (Pacific Daylight Time)"", ""B"": ""Wed Mar 29 2023 11:10:00 GMT+0700 (Pacific Daylight Time)"", ""C"": ""Thu Mar 29 2023 11:10:00 GMT-0700 (Pacific Daylight Time)"", ""D"": ""Wed Mar 29 2023 11:10:00 GMT-0700 (Pacific Daylight Time)""}",4,choice_letter,anthropic/claude-4.6-sonnet-20260217,D,non_reasoning,0,D,Wed Mar 29 2023 11:10:00 GMT-0700 (Pacific Daylight Time),True,True,mc_018,multiple_choice_validation,2026-03-14T17:04:17.383715Z,
True,edge_010__javascript_date,Sun Oct 26 2025 03:30:00 GMT+0000 (Greenwich Mean Time),0.0,,,,0.000912,True,javascript_date,1.0,,Sun Oct 26 2025 03:30:00 GMT+0000 (Greenwich Mean Time),169,4927,anthropic/claude-sonnet-4.6,med_non_reasoning,{},27,strict,anthropic/claude-4.6-sonnet-20260217,Sun Oct 26 2025 03:30:00 GMT+0000 (Greenwich Mean Time),non_reasoning,0,,,True,True,edge_010,edge_cases,2026-03-14T17:04:18.413510Z,
True,edge_019__rfc_2822,"Tue, 29 Feb 2028 08:00:00 +1100",0.0,,,,0.000801,True,rfc_2822,1.0,,"Tue, 29 Feb 2028 08:00:00 +1100",152,5123,anthropic/claude-sonnet-4.6,med_non_reasoning,{},23,strict,anthropic/claude-4.6-sonnet-20260217,"Tue, 29 Feb 2028 08:00:00 +1100",non_reasoning,0,,,True,True,edge_019,edge_cases,2026-03-14T17:04:22.146258Z,
,direct_gen_014__iso_8601,2022-04-18T11:50:00-04:00,0.0,,,,0.000762,True,iso_8601,1.0,,2022-04-18T11:50:00-04:00,154,5162,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2022-04-18T11:50:00-04:00,non_reasoning,0,,,True,True,direct_gen_014,direct_generation,2026-03-14T17:04:24.329391Z,
,extract_001__python_datetime,2026-06-30 19:00:00-04:00,0.0,,,,0.001014,True,python_datetime,1.0,,2026-06-30 19:00:00-04:00,238,5701,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2026-06-30 19:00:00-04:00,non_reasoning,0,,,True,True,extract_001,extraction_from_passage,2026-03-14T17:04:24.620645Z,
,mc_017__natural_language,A,,,wrong_choice,unknown,0.000873,True,natural_language,0.0,D,"Tuesday, October 20, 2026 at 6:40 PM AEDT",271,5062,anthropic/claude-sonnet-4.6,med_non_reasoning,"{""A"": ""Wednesday, October 20, 2026 at 6:40 PM AEDT"", ""B"": ""Tuesday, October 20, 2026 at 6:40 AM AEDT"", ""C"": ""Wednesday, October 21, 2026 at 6:40 PM AEDT"", ""D"": ""Tuesday, October 20, 2026 at 6:40 PM AEDT""}",4,choice_letter,anthropic/claude-4.6-sonnet-20260217,A,non_reasoning,0,A,"Wednesday, October 20, 2026 at 6:40 PM AEDT",False,True,mc_017,multiple_choice_validation,2026-03-14T17:04:25.161228Z,
False,temporal_arith_017__javascript_date,Wed Mar 27 2024 01:20:00 GMT-0400 (Eastern Daylight Time),86400.0,,,day_of_week_error,0.000957,True,javascript_date,0.9298245614035088,,Thu Mar 28 2024 01:20:00 GMT-0400 (Eastern Daylight Time),174,5271,anthropic/claude-sonnet-4.6,med_non_reasoning,{},29,strict,anthropic/claude-4.6-sonnet-20260217,Wed Mar 27 2024 01:20:00 GMT-0400 (Eastern Daylight Time),non_reasoning,0,,,False,True,temporal_arith_017,temporal_arithmetic,2026-03-14T17:04:26.400664Z,
True,direct_gen_015__natural_language,"Tuesday, April 16, 2030 at 9:40 AM PDT",0.0,,,,0.000789,True,natural_language,1.0,,"Tuesday, April 16, 2030 at 9:40 AM PDT",153,5136,anthropic/claude-sonnet-4.6,med_non_reasoning,{},22,strict,anthropic/claude-4.6-sonnet-20260217,"Tuesday, April 16, 2030 at 9:40 AM PDT",non_reasoning,0,,,True,True,direct_gen_015,direct_generation,2026-03-14T17:04:27.283922Z,
,edge_018__iso_8601,2026-03-14T12:00:00+00:00,0.0,,,,0.000726,True,iso_8601,1.0,,2026-03-14T12:00:00+00:00,142,3726,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2026-03-14T12:00:00+00:00,non_reasoning,0,,,True,True,edge_018,edge_cases,2026-03-14T17:04:28.056385Z,
,temporal_arith_006__python_datetime,2025-01-03 12:50:00-05:00,0.0,,,,0.000786,True,python_datetime,1.0,,2025-01-03 12:50:00-05:00,162,4540,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2025-01-03 12:50:00-05:00,non_reasoning,0,,,True,True,temporal_arith_006,temporal_arithmetic,2026-03-14T17:04:29.161679Z,
,mc_019__python_datetime,A,,,,,0.000831,True,python_datetime,1.0,A,2024-03-06 18:20:00-05:00,257,5350,anthropic/claude-sonnet-4.6,med_non_reasoning,"{""A"": ""2024-03-06 18:20:00-05:00"", ""B"": ""2024-03-07 18:20:00-05:00"", ""C"": ""2024-03-06T18:20:00-05:00"", ""D"": ""2024-03-06 18:20:00+05:00""}",4,choice_letter,anthropic/claude-4.6-sonnet-20260217,A,non_reasoning,0,A,2024-03-06 18:20:00-05:00,True,True,mc_019,multiple_choice_validation,2026-03-14T17:04:30.512332Z,
,temporal_arith_014__rfc_3339,2020-12-28T01:05:00-05:00,0.0,,,,0.000795,True,rfc_3339,1.0,,2020-12-28T01:05:00-05:00,165,4838,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2020-12-28T01:05:00-05:00,non_reasoning,0,,,True,True,temporal_arith_014,temporal_arithmetic,2026-03-14T17:04:31.240277Z,
,format_conv_010__python_datetime,2021-06-09 18:00:00+05:30,0.0,,,,0.000765,True,python_datetime,1.0,,2021-06-09 18:00:00+05:30,155,4636,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2021-06-09 18:00:00+05:30,non_reasoning,0,,,True,True,format_conv_010,format_conversion,2026-03-14T17:04:31.921078Z,
True,edge_014__javascript_date,Tue Feb 29 2028 09:00:00 GMT+0000 (Coordinated Universal Time),0.0,,,,0.000921,True,javascript_date,1.0,,Tue Feb 29 2028 09:00:00 GMT+0000 (Coordinated Universal Time),157,5370,anthropic/claude-sonnet-4.6,med_non_reasoning,{},30,strict,anthropic/claude-4.6-sonnet-20260217,Tue Feb 29 2028 09:00:00 GMT+0000 (Coordinated Universal Time),non_reasoning,0,,,True,True,edge_014,edge_cases,2026-03-14T17:04:33.427749Z,
,direct_gen_020__rfc_3339,2023-10-16T13:30:00-04:00,0.0,,,,0.000765,True,rfc_3339,1.0,,2023-10-16T13:30:00-04:00,155,4941,anthropic/claude-sonnet-4.6,med_non_reasoning,{},20,strict,anthropic/claude-4.6-sonnet-20260217,2023-10-16T13:30:00-04:00,non_reasoning,0,,,True,True,direct_gen_020,direct_generation,2026-03-14T17:04:34.103703Z,
,mc_015__natural_language,C,,,,,0.000843,True,natural_language,1.0,C,"Tuesday, August 11, 2020 at 4:35 PM EDT",261,4593,anthropic/claude-sonnet-4.6,med_non_reasoning,"{""A"": ""Tuesday, August 11, 2020 at 4:35 AM EDT"", ""B"": ""Wednesday, August 11, 2020 at 4:35 PM EDT"", ""C"": ""Tuesday, August 11, 2020 at 4:35 PM EDT"", ""D"": ""Wednesday, August 12, 2020 at 4:35 PM EDT""}",4,choice_letter,anthropic/claude-4.6-sonnet-20260217,C,non_reasoning,0,C,"Tuesday, August 11, 2020 at 4:35 PM EDT",True,True,mc_015,multiple_choice_validation,2026-03-14T17:04:35.105920Z,
